Kod;Nazwa;Transakcje rynkowe;Powierzchnia użytkowa lokali mieszkalnych;Rok;Wartosc;Jednostka miary;Atrybut
1463000;Powiat m.Radom;ogółem;ogółem;2020;4360;zł; 
1463000;Powiat m.Radom;ogółem;ogółem;2021;-;zł;n
1463000;Powiat m.Radom;ogółem;do 40 m2;2010;2654;zł; 
1463000;Powiat m.Radom;ogółem;do 40 m2;2011;2746;zł; 
1463000;Powiat m.Radom;ogółem;do 40 m2;2012;2802;zł; 
1463000;Powiat m.Radom;ogółem;do 40 m2;2013;2778;zł; 
1463000;Powiat m.Radom;ogółem;do 40 m2;2014;3154;zł; 
1463000;Powiat m.Radom;ogółem;do 40 m2;2015;3030;zł; 
1463000;Powiat m.Radom;ogółem;do 40 m2;2016;2846;zł; 
1463000;Powiat m.Radom;ogółem;do 40 m2;2017;2856;zł; 
1463000;Powiat m.Radom;ogółem;do 40 m2;2018;3272;zł; 
1463000;Powiat m.Radom;ogółem;do 40 m2;2019;3704;zł; 
1463000;Powiat m.Radom;ogółem;do 40 m2;2020;4248;zł; 
1463000;Powiat m.Radom;ogółem;do 40 m2;2021;-;zł;n
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2010;2626;zł; 
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2011;3081;zł; 
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2012;2952;zł; 
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2013;3071;zł; 
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2014;3176;zł; 
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2015;3007;zł; 
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2016;2570;zł; 
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2017;3115;zł; 
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2018;3598;zł; 
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2019;3978;zł; 
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2020;4289;zł; 
1463000;Powiat m.Radom;ogółem;od 40,1 do 60 m2;2021;-;zł;n
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2010;2778;zł; 
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2011;3339;zł; 
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2012;3435;zł; 
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2013;3319;zł; 
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2014;3448;zł; 
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2015;3463;zł; 
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2016;3417;zł; 
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2017;3739;zł; 
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2018;3722;zł; 
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2019;4232;zł; 
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2020;4656;zł; 
1463000;Powiat m.Radom;ogółem;od 60,1 do 80 m2;2021;-;zł;n
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2010;2535;zł; 
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2011;3187;zł; 
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2012;3642;zł; 
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2013;3458;zł; 
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2014;3738;zł; 
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2015;2737;zł; 
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2016;3916;zł; 
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2017;4000;zł; 
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2018;3910;zł; 
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2019;4289;zł; 
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2020;4338;zł; 
1463000;Powiat m.Radom;ogółem;od 80,1 m2;2021;-;zł;n
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2010;3100;zł; 
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2011;3573;zł; 
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2012;3618;zł; 
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2013;3502;zł; 
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2014;3672;zł; 
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2015;3575;zł; 
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2016;3788;zł; 
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2017;3914;zł; 
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2018;4109;zł; 
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2019;4383;zł; 
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2020;4568;zł; 
1463000;Powiat m.Radom;rynek pierwotny;ogółem;2021;-;zł;n
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2010;2682;zł; 
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2011;3351;zł; 
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2012;3612;zł; 
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2013;3480;zł; 
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2014;3697;zł; 
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2015;3362;zł; 
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2016;3710;zł; 
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2017;3918;zł; 
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2018;4175;zł; 
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2019;4421;zł; 
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2020;4488;zł; 
1463000;Powiat m.Radom;rynek pierwotny;do 40 m2;2021;-;zł;n
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2010;2756;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2011;3583;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2012;3624;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2013;3536;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2014;3630;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2015;3530;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2016;3681;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2017;3877;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2018;4096;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2019;4378;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2020;4524;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 40,1 do 60 m2;2021;-;zł;n
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2010;3345;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2011;3600;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2012;3523;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2013;3487;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2014;3575;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2015;3680;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2016;3897;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2017;3927;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2018;4072;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2019;4466;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2020;4650;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 60,1 do 80 m2;2021;-;zł;n
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2010;2712;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2011;3515;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2012;3785;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2013;3577;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2014;3854;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2015;3718;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2016;4493;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2017;4005;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2018;4327;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2019;4329;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2020;4566;zł; 
1463000;Powiat m.Radom;rynek pierwotny;od 80,1 m2;2021;-;zł;n
1463000;Powiat m.Radom;rynek wtórny;ogółem;2010;2617;zł; 
1463000;Powiat m.Radom;rynek wtórny;ogółem;2011;2732;zł; 
1463000;Powiat m.Radom;rynek wtórny;ogółem;2012;2702;zł; 
1463000;Powiat m.Radom;rynek wtórny;ogółem;2013;2604;zł; 
1463000;Powiat m.Radom;rynek wtórny;ogółem;2014;2661;zł; 
1463000;Powiat m.Radom;rynek wtórny;ogółem;2015;2695;zł; 
1463000;Powiat m.Radom;rynek wtórny;ogółem;2016;2568;zł; 
1463000;Powiat m.Radom;rynek wtórny;ogółem;2017;2768;zł; 
1463000;Powiat m.Radom;rynek wtórny;ogółem;2018;3004;zł; 
1463000;Powiat m.Radom;rynek wtórny;ogółem;2019;3536;zł; 
1463000;Powiat m.Radom;rynek wtórny;ogółem;2020;4168;zł; 
1463000;Powiat m.Radom;rynek wtórny;ogółem;2021;-;zł;n
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2010;2654;zł; 
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2011;2652;zł; 
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2012;2604;zł; 
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2013;2521;zł; 
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2014;2453;zł; 
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2015;2801;zł; 
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2016;2594;zł; 
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2017;2713;zł; 
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2018;3060;zł; 
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2019;3599;zł; 
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2020;4168;zł; 
1463000;Powiat m.Radom;rynek wtórny;do 40 m2;2021;-;zł;n
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2010;2626;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2011;2825;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2012;2644;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2013;2615;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2014;2663;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2015;2679;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2016;2397;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2017;2753;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2018;3024;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2019;3497;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2020;4097;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 40,1 do 60 m2;2021;-;zł;n
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2010;2567;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2011;2690;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2012;2882;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2013;2774;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2014;2785;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2015;2689;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2016;2873;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2017;2862;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2018;2929;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2019;3591;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2020;4666;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 60,1 do 80 m2;2021;-;zł;n
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2010;2358;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2011;2786;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2012;2753;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2013;2960;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2014;2364;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2015;2703;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2016;3017;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2017;3336;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2018;2756;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2019;3787;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2020;3757;zł; 
1463000;Powiat m.Radom;rynek wtórny;od 80,1 m2;2021;-;zł;n
1464000;Powiat m.Siedlce;ogółem;ogółem;2010;3710;zł; 
1464000;Powiat m.Siedlce;ogółem;ogółem;2011;3787;zł; 
1464000;Powiat m.Siedlce;ogółem;ogółem;2012;3725;zł; 
1464000;Powiat m.Siedlce;ogółem;ogółem;2013;3803;zł; 
1464000;Powiat m.Siedlce;ogółem;ogółem;2014;3685;zł; 
1464000;Powiat m.Siedlce;ogółem;ogółem;2015;3795;zł; 
1464000;Powiat m.Siedlce;ogółem;ogółem;2016;3803;zł; 
1464000;Powiat m.Siedlce;ogółem;ogółem;2017;4049;zł; 
1464000;Powiat m.Siedlce;ogółem;ogółem;2018;4163;zł; 
1464000;Powiat m.Siedlce;ogółem;ogółem;2019;4639;zł; 
1464000;Powiat m.Siedlce;ogółem;ogółem;2020;5199;zł; 
1464000;Powiat m.Siedlce;ogółem;ogółem;2021;-;zł;n
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2010;3703;zł; 
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2011;3681;zł; 
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2012;3691;zł; 
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2013;3632;zł; 
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2014;3680;zł; 
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2015;3696;zł; 
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2016;3700;zł; 
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2017;3812;zł; 
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2018;4000;zł; 
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2019;4578;zł; 
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2020;5343;zł; 
1464000;Powiat m.Siedlce;ogółem;do 40 m2;2021;-;zł;n
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2010;3717;zł; 
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2011;3874;zł; 
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2012;3740;zł; 
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2013;3835;zł; 
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2014;3698;zł; 
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2015;3752;zł; 
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2016;3812;zł; 
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2017;4095;zł; 
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2018;4176;zł; 
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2019;4723;zł; 
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2020;5184;zł; 
1464000;Powiat m.Siedlce;ogółem;od 40,1 do 60 m2;2021;-;zł;n
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2010;3726;zł; 
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2011;3764;zł; 
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2012;3712;zł; 
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2013;3836;zł; 
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2014;3676;zł; 
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2015;4000;zł; 
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2016;4022;zł; 
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2017;4231;zł; 
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2018;4248;zł; 
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2019;4543;zł; 
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2020;5180;zł; 
1464000;Powiat m.Siedlce;ogółem;od 60,1 do 80 m2;2021;-;zł;n
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2010;3440;zł; 
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2011;3687;zł; 
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2012;3508;zł; 
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2013;3449;zł; 
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2014;3502;zł; 
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2015;3498;zł; 
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2016;3804;zł; 
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2017;3788;zł; 
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2018;4136;zł; 
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2019;3857;zł; 
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2020;3895;zł; 
1464000;Powiat m.Siedlce;ogółem;od 80,1 m2;2021;-;zł;n
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2010;3769;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2011;3892;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2012;3801;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2013;3903;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2014;3818;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2015;3785;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2016;3987;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2017;4234;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2018;4261;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2019;4712;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2020;5072;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;ogółem;2021;-;zł;n
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2010;3839;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2011;3780;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2012;3797;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2013;3859;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2014;3854;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2015;3744;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2016;3780;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2017;4184;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2018;4219;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2019;4743;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2020;5153;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;do 40 m2;2021;-;zł;n
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2010;3769;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2011;3934;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2012;3836;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2013;3903;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2014;3811;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2015;3752;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2016;3973;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2017;4264;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2018;4277;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2019;4752;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2020;5046;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 40,1 do 60 m2;2021;-;zł;n
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2010;3751;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2011;3896;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2012;3782;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2013;3924;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2014;3693;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2015;3984;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2016;4211;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2017;4255;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2018;4297;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2019;4544;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2020;5085;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 60,1 do 80 m2;2021;-;zł;n
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2010;3580;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2011;3807;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2012;2602;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2013;4042;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2014;3856;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2015;3718;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2016;4069;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2017;3833;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2018;4053;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2019;4000;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2020;4571;zł; 
1464000;Powiat m.Siedlce;rynek pierwotny;od 80,1 m2;2021;-;zł;n
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2010;3500;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2011;3571;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2012;3541;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2013;3458;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2014;3472;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2015;3802;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2016;3555;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2017;3644;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2018;3835;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2019;4367;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2020;5325;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;ogółem;2021;-;zł;n
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2010;3571;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2011;3505;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2012;3438;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2013;3287;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2014;3429;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2015;3378;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2016;3413;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2017;3518;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2018;3562;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2019;4293;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2020;5503;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;do 40 m2;2021;-;zł;n
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2010;3498;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2011;3664;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2012;3564;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2013;3549;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2014;3520;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2015;3772;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2016;3573;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2017;3664;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2018;3834;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2019;4489;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2020;5302;zł; 
1464000;Powiat m.Siedlce;rynek wtórny;od 40,1 do 60 m2;2021;-;zł;n
