Kod;Nazwa;Transakcje rynkowe;Powierzchnia użytkowa lokali mieszkalnych;Rok;Wartosc;Jednostka miary;Atrybut
0000000;POLSKA;ogółem;ogółem;2010;4045;zł; 
0000000;POLSKA;ogółem;ogółem;2011;4095;zł; 
0000000;POLSKA;ogółem;ogółem;2012;3976;zł; 
0000000;POLSKA;ogółem;ogółem;2013;4023;zł; 
0000000;POLSKA;ogółem;ogółem;2014;4029;zł; 
0000000;POLSKA;ogółem;ogółem;2015;4208;zł; 
0000000;POLSKA;ogółem;ogółem;2016;4286;zł; 
0000000;POLSKA;ogółem;ogółem;2017;4333;zł; 
0000000;POLSKA;ogółem;ogółem;2018;4519;zł; 
0000000;POLSKA;ogółem;ogółem;2019;4829;zł; 
0000000;POLSKA;ogółem;ogółem;2020;5248;zł; 
0000000;POLSKA;ogółem;ogółem;2021;-;zł;n
0000000;POLSKA;ogółem;do 40 m2;2010;3922;zł; 
0000000;POLSKA;ogółem;do 40 m2;2011;3987;zł; 
0000000;POLSKA;ogółem;do 40 m2;2012;3851;zł; 
0000000;POLSKA;ogółem;do 40 m2;2013;3916;zł; 
0000000;POLSKA;ogółem;do 40 m2;2014;3940;zł; 
0000000;POLSKA;ogółem;do 40 m2;2015;4178;zł; 
0000000;POLSKA;ogółem;do 40 m2;2016;4217;zł; 
0000000;POLSKA;ogółem;do 40 m2;2017;4344;zł; 
0000000;POLSKA;ogółem;do 40 m2;2018;4630;zł; 
0000000;POLSKA;ogółem;do 40 m2;2019;5041;zł; 
0000000;POLSKA;ogółem;do 40 m2;2020;5565;zł; 
0000000;POLSKA;ogółem;do 40 m2;2021;-;zł;n
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2010;4029;zł; 
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2011;4103;zł; 
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2012;3985;zł; 
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2013;4066;zł; 
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2014;4051;zł; 
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2015;4248;zł; 
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2016;4355;zł; 
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2017;4381;zł; 
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2018;4545;zł; 
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2019;4866;zł; 
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2020;5291;zł; 
0000000;POLSKA;ogółem;od 40,1 do 60 m2;2021;-;zł;n
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2010;4040;zł; 
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2011;4064;zł; 
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2012;4000;zł; 
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2013;3987;zł; 
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2014;4031;zł; 
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2015;4145;zł; 
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2016;4239;zł; 
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2017;4292;zł; 
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2018;4438;zł; 
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2019;4717;zł; 
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2020;5134;zł; 
0000000;POLSKA;ogółem;od 60,1 do 80 m2;2021;-;zł;n
0000000;POLSKA;ogółem;od 80,1 m2;2010;4557;zł; 
0000000;POLSKA;ogółem;od 80,1 m2;2011;4488;zł; 
0000000;POLSKA;ogółem;od 80,1 m2;2012;4198;zł; 
0000000;POLSKA;ogółem;od 80,1 m2;2013;4206;zł; 
0000000;POLSKA;ogółem;od 80,1 m2;2014;4155;zł; 
0000000;POLSKA;ogółem;od 80,1 m2;2015;4259;zł; 
0000000;POLSKA;ogółem;od 80,1 m2;2016;4196;zł; 
0000000;POLSKA;ogółem;od 80,1 m2;2017;4195;zł; 
0000000;POLSKA;ogółem;od 80,1 m2;2018;4382;zł; 
0000000;POLSKA;ogółem;od 80,1 m2;2019;4472;zł; 
0000000;POLSKA;ogółem;od 80,1 m2;2020;4715;zł; 
0000000;POLSKA;ogółem;od 80,1 m2;2021;-;zł;n
0000000;POLSKA;rynek pierwotny;ogółem;2010;4955;zł; 
0000000;POLSKA;rynek pierwotny;ogółem;2011;5028;zł; 
0000000;POLSKA;rynek pierwotny;ogółem;2012;4865;zł; 
0000000;POLSKA;rynek pierwotny;ogółem;2013;4895;zł; 
0000000;POLSKA;rynek pierwotny;ogółem;2014;4930;zł; 
0000000;POLSKA;rynek pierwotny;ogółem;2015;5201;zł; 
0000000;POLSKA;rynek pierwotny;ogółem;2016;5298;zł; 
0000000;POLSKA;rynek pierwotny;ogółem;2017;5165;zł; 
0000000;POLSKA;rynek pierwotny;ogółem;2018;5182;zł; 
0000000;POLSKA;rynek pierwotny;ogółem;2019;5395;zł; 
0000000;POLSKA;rynek pierwotny;ogółem;2020;5761;zł; 
0000000;POLSKA;rynek pierwotny;ogółem;2021;-;zł;n
0000000;POLSKA;rynek pierwotny;do 40 m2;2010;4948;zł; 
0000000;POLSKA;rynek pierwotny;do 40 m2;2011;5109;zł; 
0000000;POLSKA;rynek pierwotny;do 40 m2;2012;4954;zł; 
0000000;POLSKA;rynek pierwotny;do 40 m2;2013;4999;zł; 
0000000;POLSKA;rynek pierwotny;do 40 m2;2014;5224;zł; 
0000000;POLSKA;rynek pierwotny;do 40 m2;2015;5485;zł; 
0000000;POLSKA;rynek pierwotny;do 40 m2;2016;5613;zł; 
0000000;POLSKA;rynek pierwotny;do 40 m2;2017;5505;zł; 
0000000;POLSKA;rynek pierwotny;do 40 m2;2018;5557;zł; 
0000000;POLSKA;rynek pierwotny;do 40 m2;2019;5903;zł; 
0000000;POLSKA;rynek pierwotny;do 40 m2;2020;6349;zł; 
0000000;POLSKA;rynek pierwotny;do 40 m2;2021;-;zł;n
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2010;4921;zł; 
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2011;5000;zł; 
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2012;4840;zł; 
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2013;4906;zł; 
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2014;4887;zł; 
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2015;5196;zł; 
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2016;5358;zł; 
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2017;5200;zł; 
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2018;5200;zł; 
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2019;5458;zł; 
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2020;5762;zł; 
0000000;POLSKA;rynek pierwotny;od 40,1 do 60 m2;2021;-;zł;n
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2010;4881;zł; 
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2011;4952;zł; 
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2012;4790;zł; 
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2013;4699;zł; 
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2014;4770;zł; 
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2015;5010;zł; 
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2016;5101;zł; 
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2017;4942;zł; 
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2018;4927;zł; 
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2019;5201;zł; 
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2020;5601;zł; 
0000000;POLSKA;rynek pierwotny;od 60,1 do 80 m2;2021;-;zł;n
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2010;5296;zł; 
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2011;5282;zł; 
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2012;5155;zł; 
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2013;5128;zł; 
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2014;5146;zł; 
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2015;5148;zł; 
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2016;4963;zł; 
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2017;4957;zł; 
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2018;4918;zł; 
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2019;4746;zł; 
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2020;4988;zł; 
0000000;POLSKA;rynek pierwotny;od 80,1 m2;2021;-;zł;n
0000000;POLSKA;rynek wtórny;ogółem;2010;3429;zł; 
0000000;POLSKA;rynek wtórny;ogółem;2011;3448;zł; 
0000000;POLSKA;rynek wtórny;ogółem;2012;3180;zł; 
0000000;POLSKA;rynek wtórny;ogółem;2013;3226;zł; 
0000000;POLSKA;rynek wtórny;ogółem;2014;3219;zł; 
0000000;POLSKA;rynek wtórny;ogółem;2015;3340;zł; 
0000000;POLSKA;rynek wtórny;ogółem;2016;3396;zł; 
0000000;POLSKA;rynek wtórny;ogółem;2017;3518;zł; 
0000000;POLSKA;rynek wtórny;ogółem;2018;3807;zł; 
0000000;POLSKA;rynek wtórny;ogółem;2019;4241;zł; 
0000000;POLSKA;rynek wtórny;ogółem;2020;4694;zł; 
0000000;POLSKA;rynek wtórny;ogółem;2021;-;zł;n
0000000;POLSKA;rynek wtórny;do 40 m2;2010;3534;zł; 
0000000;POLSKA;rynek wtórny;do 40 m2;2011;3562;zł; 
0000000;POLSKA;rynek wtórny;do 40 m2;2012;3324;zł; 
0000000;POLSKA;rynek wtórny;do 40 m2;2013;3333;zł; 
0000000;POLSKA;rynek wtórny;do 40 m2;2014;3284;zł; 
0000000;POLSKA;rynek wtórny;do 40 m2;2015;3409;zł; 
0000000;POLSKA;rynek wtórny;do 40 m2;2016;3430;zł; 
0000000;POLSKA;rynek wtórny;do 40 m2;2017;3571;zł; 
0000000;POLSKA;rynek wtórny;do 40 m2;2018;3902;zł; 
0000000;POLSKA;rynek wtórny;do 40 m2;2019;4384;zł; 
0000000;POLSKA;rynek wtórny;do 40 m2;2020;4868;zł; 
0000000;POLSKA;rynek wtórny;do 40 m2;2021;-;zł;n
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2010;3423;zł; 
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2011;3433;zł; 
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2012;3136;zł; 
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2013;3208;zł; 
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2014;3208;zł; 
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2015;3311;zł; 
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2016;3390;zł; 
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2017;3504;zł; 
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2018;3785;zł; 
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2019;4250;zł; 
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2020;4747;zł; 
0000000;POLSKA;rynek wtórny;od 40,1 do 60 m2;2021;-;zł;n
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2010;3233;zł; 
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2011;3272;zł; 
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2012;3017;zł; 
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2013;3077;zł; 
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2014;3122;zł; 
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2015;3278;zł; 
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2016;3333;zł; 
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2017;3462;zł; 
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2018;3723;zł; 
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2019;4104;zł; 
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2020;4533;zł; 
0000000;POLSKA;rynek wtórny;od 60,1 do 80 m2;2021;-;zł;n
0000000;POLSKA;rynek wtórny;od 80,1 m2;2010;3617;zł; 
0000000;POLSKA;rynek wtórny;od 80,1 m2;2011;3561;zł; 
0000000;POLSKA;rynek wtórny;od 80,1 m2;2012;3271;zł; 
0000000;POLSKA;rynek wtórny;od 80,1 m2;2013;3246;zł; 
0000000;POLSKA;rynek wtórny;od 80,1 m2;2014;3274;zł; 
0000000;POLSKA;rynek wtórny;od 80,1 m2;2015;3468;zł; 
0000000;POLSKA;rynek wtórny;od 80,1 m2;2016;3502;zł; 
0000000;POLSKA;rynek wtórny;od 80,1 m2;2017;3546;zł; 
0000000;POLSKA;rynek wtórny;od 80,1 m2;2018;3825;zł; 
0000000;POLSKA;rynek wtórny;od 80,1 m2;2019;4084;zł; 
0000000;POLSKA;rynek wtórny;od 80,1 m2;2020;4307;zł; 
0000000;POLSKA;rynek wtórny;od 80,1 m2;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2010;4077;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2011;4063;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2012;3952;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2013;4309;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2014;4184;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2015;4255;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2016;4373;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2017;4342;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2018;4522;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2019;4752;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2020;4720;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;ogółem;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2010;3610;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2011;3660;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2012;3498;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2013;4232;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2014;3855;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2015;4021;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2016;4378;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2017;4545;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2018;4358;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2019;4732;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2020;4598;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;do 40 m2;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2010;4422;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2011;4265;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2012;4188;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2013;4625;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2014;4414;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2015;4571;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2016;4667;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2017;4552;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2018;4825;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2019;5001;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2020;5036;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 40,1 do 60 m2;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2010;4103;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2011;4148;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2012;4030;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2013;4150;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2014;4175;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2015;4154;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2016;4221;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2017;4205;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2018;4459;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2019;4698;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2020;4667;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 60,1 do 80 m2;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2010;3792;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2011;3839;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2012;3469;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2013;3745;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2014;3650;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2015;3447;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2016;3786;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2017;3670;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2018;3939;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2019;3987;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2020;4025;zł; 
0200000;DOLNOŚLĄSKIE;ogółem;od 80,1 m2;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2010;5492;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2011;5691;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2012;5183;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2013;5181;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2014;5110;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2015;5241;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2016;5310;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2017;5555;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2018;5485;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2019;5822;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2020;5781;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;ogółem;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2010;5775;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2011;6203;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2012;5630;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2013;5189;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2014;5790;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2015;5643;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2016;5797;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2017;6144;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2018;6206;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2019;6293;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2020;6438;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;do 40 m2;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2010;5515;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2011;5714;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2012;5238;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2013;5203;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2014;5170;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2015;5253;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2016;5419;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2017;5476;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2018;5533;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2019;5889;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2020;5885;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 40,1 do 60 m2;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2010;5265;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2011;5531;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2012;5148;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2013;5036;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2014;4899;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2015;5041;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2016;5181;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2017;5341;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2018;5302;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2019;5640;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2020;5555;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 60,1 do 80 m2;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2010;5117;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2011;4842;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2012;4291;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2013;4514;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2014;4548;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2015;4831;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2016;4629;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2017;4866;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2018;4813;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2019;4696;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2020;4506;zł; 
0200000;DOLNOŚLĄSKIE;rynek pierwotny;od 80,1 m2;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2010;3158;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2011;3210;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2012;2834;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2013;3069;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2014;2961;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2015;3150;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2016;3190;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2017;3217;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2018;3377;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2019;3780;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2020;4006;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;ogółem;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2010;3099;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2011;3109;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2012;2806;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2013;3056;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2014;2877;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2015;3065;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2016;3000;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2017;3170;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2018;3333;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2019;3636;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2020;3807;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;do 40 m2;2021;-;zł;n
0200000;DOLNOŚLĄSKIE;rynek wtórny;od 40,1 do 60 m2;2010;3255;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;od 40,1 do 60 m2;2011;3309;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;od 40,1 do 60 m2;2012;2893;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;od 40,1 do 60 m2;2013;3146;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;od 40,1 do 60 m2;2014;3068;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;od 40,1 do 60 m2;2015;3249;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;od 40,1 do 60 m2;2016;3304;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;od 40,1 do 60 m2;2017;3265;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;od 40,1 do 60 m2;2018;3446;zł; 
0200000;DOLNOŚLĄSKIE;rynek wtórny;od 40,1 do 60 m2;2019;3958;zł; 
